student_id,hours_studied,attendance_rate,previous_score,sleep_hours,tutoring_sessions,parental_education,internet_access,extracurricular_activities,peer_study_group,stress_level,final_score,performance_tier
STU_10846,16.9,70.3,62.0,8.7,4,High School,Yes,Yes,No,3,83.7,Merit
STU_10847,31.0,94.1,49.6,6.2,0,Bachelor's,Yes,No,Yes,5,98.8,Distinction
STU_10848,10.9,69.6,91.1,6.8,1,High School,Yes,No,Yes,1,97.6,Distinction
STU_10849,11.5,64.7,63.4,4.9,1,Master's,Yes,No,No,4,73.9,Merit
STU_10850,10.9,71.2,74.9,10.0,4,Some College,Yes,No,Yes,5,84.0,Merit
STU_10851,11.4,91.6,79.2,7.0,2,Some College,Yes,No,No,9,95.7,Distinction
STU_10852,10.9,82.6,90.1,8.4,0,Bachelor's,Yes,No,No,8,95.6,Distinction
STU_10853,22.7,72.5,70.2,5.7,1,Bachelor's,Yes,Yes,No,1,96.6,Distinction
STU_10854,24.2,79.3,65.5,8.4,2,Bachelor's,Yes,Yes,Yes,3,98.2,Distinction
STU_10855,11.3,91.9,74.1,9.4,2,Master's,Yes,No,Yes,3,92.5,Distinction
STU_10856,9.6,69.2,87.4,7.1,3,Doctorate,Yes,Yes,Yes,6,100.0,Distinction
STU_10857,18.1,68.9,70.0,6.0,0,Master's,Yes,No,No,4,86.1,Distinction
STU_10858,11.4,85.4,60.5,7.0,4,Bachelor's,Yes,Yes,Yes,4,100.0,Distinction
STU_10859,19.1,74.9,53.5,4.5,0,Bachelor's,No,Yes,No,1,67.4,Pass
STU_10860,16.3,65.3,57.3,7.2,5,Bachelor's,Yes,Yes,No,10,86.8,Distinction
STU_10861,5.1,76.1,82.4,8.2,3,High School,Yes,No,No,4,93.7,Distinction
STU_10862,25.1,62.3,68.2,7.2,2,Some College,Yes,Yes,No,1,95.6,Distinction
STU_10863,26.7,84.5,64.7,6.9,2,High School,Yes,Yes,No,5,98.4,Distinction
STU_10864,11.0,83.0,63.4,7.8,0,High School,Yes,Yes,No,3,98.2,Distinction
STU_10865,12.5,95.7,73.0,7.9,0,Some College,Yes,Yes,Yes,10,91.4,Distinction
STU_10866,16.9,88.7,69.1,5.2,0,High School,Yes,Yes,Yes,5,92.1,Distinction
STU_10867,17.2,68.6,68.7,7.3,0,Master's,Yes,Yes,No,3,89.7,Distinction
STU_10868,19.3,61.8,88.2,10.0,1,Bachelor's,Yes,Yes,No,5,93.1,Distinction
STU_10869,28.1,63.7,90.5,5.6,0,High School,Yes,Yes,Yes,4,96.5,Distinction
STU_10870,13.8,74.6,52.7,7.1,3,High School,Yes,No,No,9,79.5,Merit
STU_10871,9.8,89.5,75.9,9.5,1,Bachelor's,Yes,No,No,6,93.0,Distinction
STU_10872,6.0,97.0,62.7,8.5,2,Bachelor's,Yes,Yes,Yes,10,79.5,Merit
STU_10873,10.2,77.7,69.0,6.6,2,Master's,Yes,Yes,Yes,2,99.6,Distinction
STU_10874,14.8,63.8,75.7,7.4,0,Doctorate,Yes,Yes,No,1,90.2,Distinction
STU_10875,26.7,85.7,69.4,7.2,0,Doctorate,Yes,No,No,1,100.0,Distinction
STU_10876,11.6,89.9,74.8,6.3,0,Some College,Yes,Yes,Yes,1,93.7,Distinction
STU_10877,16.5,94.4,80.1,7.1,2,Some College,No,Yes,Yes,9,93.7,Distinction
STU_10878,14.9,75.7,75.5,6.9,1,Bachelor's,Yes,Yes,No,5,93.6,Distinction
STU_10879,22.7,45.0,64.2,7.3,0,Some College,Yes,Yes,No,4,83.3,Merit
STU_10880,31.4,45.0,64.4,6.3,3,Bachelor's,Yes,Yes,Yes,10,79.5,Merit
STU_10881,11.5,63.7,54.7,5.7,0,Some College,Yes,No,Yes,5,70.9,Merit
STU_10882,11.8,78.1,61.8,7.2,2,Bachelor's,Yes,No,No,9,78.2,Merit
STU_10883,21.8,93.2,95.5,9.3,1,Some College,Yes,No,Yes,3,100.0,Distinction
STU_10884,19.4,72.8,62.5,7.3,2,Some College,Yes,Yes,Yes,3,95.7,Distinction
STU_10885,27.0,92.1,57.7,6.8,4,Bachelor's,Yes,No,Yes,2,100.0,Distinction
STU_10886,18.8,86.6,75.8,8.1,2,Master's,Yes,Yes,Yes,8,100.0,Distinction
STU_10887,12.7,71.2,70.7,7.0,1,Some College,Yes,Yes,No,7,91.4,Distinction
STU_10888,18.8,87.2,69.7,9.4,0,Master's,Yes,No,Yes,2,100.0,Distinction
STU_10889,22.2,82.0,88.9,7.2,3,Bachelor's,Yes,No,Yes,4,100.0,Distinction
STU_10890,20.3,91.3,78.6,8.0,1,Bachelor's,Yes,Yes,Yes,7,100.0,Distinction
STU_10891,18.3,80.3,65.6,6.3,0,Bachelor's,Yes,Yes,No,1,91.6,Distinction
STU_10892,21.9,85.4,66.9,7.8,2,Bachelor's,Yes,Yes,Yes,1,100.0,Distinction
STU_10893,22.6,52.7,66.0,7.5,0,High School,Yes,No,No,8,82.9,Merit
STU_10894,24.0,91.2,82.5,7.1,0,High School,Yes,Yes,No,6,100.0,Distinction
STU_10895,19.2,81.4,68.3,6.6,3,Master's,Yes,Yes,No,2,100.0,Distinction
STU_10896,13.9,87.1,50.5,6.4,1,Bachelor's,Yes,Yes,No,10,79.2,Merit
STU_10897,16.0,66.2,71.4,7.5,0,High School,Yes,Yes,Yes,10,80.9,Merit
STU_10898,22.8,91.7,53.6,8.0,2,Bachelor's,Yes,Yes,Yes,1,100.0,Distinction
STU_10899,9.7,58.3,98.2,7.0,3,Some College,Yes,No,No,3,92.8,Distinction
STU_10900,17.4,74.7,60.4,7.5,0,High School,Yes,Yes,Yes,4,87.4,Distinction
STU_10901,12.4,92.5,70.1,7.2,2,Some College,Yes,No,No,5,100.0,Distinction
STU_10902,15.2,90.5,75.1,7.3,2,Some College,Yes,Yes,No,10,89.9,Distinction
STU_10903,23.3,64.1,68.5,7.0,0,High School,Yes,No,No,3,90.2,Distinction
STU_10904,16.2,73.5,68.5,7.2,1,Some College,Yes,No,No,5,91.3,Distinction
STU_10905,15.3,84.4,77.1,10.0,0,Bachelor's,Yes,Yes,No,7,93.0,Distinction
STU_10906,6.2,95.7,90.3,7.6,2,High School,Yes,No,No,9,96.5,Distinction
STU_10907,19.9,91.5,81.2,8.0,3,Some College,Yes,Yes,No,5,100.0,Distinction
STU_10908,19.2,86.4,89.7,7.7,0,Some College,Yes,Yes,Yes,4,100.0,Distinction
STU_10909,29.1,81.0,59.4,6.9,3,High School,Yes,Yes,No,10,87.4,Distinction
STU_10910,13.0,56.5,75.8,8.8,2,High School,Yes,Yes,Yes,9,74.5,Merit
STU_10911,16.4,53.1,73.9,6.9,0,High School,Yes,No,No,8,81.7,Merit
STU_10912,16.6,71.3,76.2,8.5,2,High School,Yes,No,Yes,5,95.0,Distinction
STU_10913,25.3,72.6,88.5,6.8,0,Bachelor's,Yes,Yes,Yes,9,93.8,Distinction
STU_10914,14.4,71.2,69.4,6.0,4,Some College,Yes,No,No,9,82.0,Merit
STU_10915,16.8,62.2,67.1,7.6,1,High School,Yes,No,Yes,1,87.2,Distinction
STU_10916,19.0,46.3,78.4,5.9,2,High School,Yes,Yes,No,6,81.9,Merit
STU_10917,16.2,63.3,50.7,7.8,2,Some College,Yes,Yes,No,5,82.4,Merit
STU_10918,12.1,99.2,69.2,5.8,1,Bachelor's,Yes,Yes,No,6,92.5,Distinction
STU_10919,16.3,86.4,70.4,6.8,3,Some College,Yes,No,Yes,10,91.5,Distinction
STU_10920,22.0,52.8,61.0,5.5,2,High School,Yes,Yes,No,3,81.9,Merit
STU_10921,8.3,94.5,84.7,10.0,3,Some College,Yes,Yes,No,3,94.5,Distinction
STU_10922,15.9,63.3,59.3,5.2,1,Bachelor's,Yes,No,Yes,10,65.3,Pass
STU_10923,10.4,58.6,70.4,7.2,0,High School,Yes,No,No,5,80.8,Merit
STU_10924,22.8,45.0,75.5,8.6,3,Bachelor's,Yes,Yes,No,7,91.8,Distinction
STU_10925,5.1,93.3,88.2,8.4,2,Some College,Yes,No,No,4,100.0,Distinction
STU_10926,11.4,89.2,71.9,8.2,2,High School,Yes,No,No,6,99.9,Distinction
STU_10927,17.5,81.5,83.2,6.8,5,Bachelor's,Yes,Yes,Yes,5,100.0,Distinction
STU_10928,25.2,92.3,80.4,8.8,0,Bachelor's,No,No,No,2,100.0,Distinction
STU_10929,14.6,69.0,73.5,8.3,1,Bachelor's,Yes,Yes,No,1,95.4,Distinction
STU_10930,11.4,73.2,58.9,7.5,0,Some College,Yes,Yes,No,6,88.9,Distinction
STU_10931,27.2,84.1,54.8,7.5,2,Some College,Yes,Yes,No,5,100.0,Distinction
STU_10932,5.6,84.8,73.3,6.8,3,Some College,Yes,Yes,No,9,87.4,Distinction
STU_10933,2.0,72.6,65.5,6.1,4,Bachelor's,Yes,Yes,No,7,86.7,Distinction
STU_10934,17.9,93.8,83.0,8.7,1,Bachelor's,No,Yes,No,1,100.0,Distinction
STU_10935,11.7,69.3,81.0,8.8,2,High School,No,No,No,10,70.7,Merit
STU_10936,8.4,95.6,69.8,6.1,3,Bachelor's,Yes,No,No,6,95.7,Distinction
STU_10937,19.6,90.5,58.1,7.0,2,Bachelor's,Yes,Yes,No,7,100.0,Distinction
STU_10938,16.6,90.8,78.1,7.0,0,Some College,Yes,Yes,No,3,100.0,Distinction
STU_10939,11.3,49.2,59.8,7.2,2,Master's,Yes,No,Yes,9,75.2,Merit
STU_10940,6.7,65.8,62.9,7.3,4,Master's,Yes,Yes,Yes,2,92.4,Distinction
STU_10941,20.7,64.6,60.2,8.3,5,High School,Yes,Yes,No,1,88.4,Distinction
STU_10942,19.2,72.1,70.3,6.3,2,Master's,Yes,Yes,No,10,78.8,Merit
STU_10943,14.4,82.4,86.0,6.2,3,Some College,Yes,No,Yes,10,92.1,Distinction
STU_10944,27.0,63.5,71.9,8.7,0,Bachelor's,Yes,No,No,9,80.4,Merit
STU_10945,8.0,61.4,66.7,6.6,0,Bachelor's,No,No,Yes,7,69.3,Pass
STU_10946,5.1,71.9,53.7,5.7,4,Some College,Yes,Yes,No,10,56.9,Pass
STU_10947,10.5,65.7,78.6,6.6,0,Some College,Yes,No,No,1,89.8,Distinction
STU_10948,14.7,81.2,62.6,6.8,0,Master's,Yes,Yes,No,4,100.0,Distinction
STU_10949,16.6,45.0,73.4,9.1,1,High School,Yes,Yes,Yes,10,69.7,Pass
STU_10950,13.4,87.6,67.7,8.3,1,Some College,Yes,Yes,No,3,95.9,Distinction
STU_10951,17.3,84.2,82.1,8.6,2,Some College,Yes,No,No,7,100.0,Distinction
STU_10952,6.9,77.3,70.1,8.2,0,Master's,Yes,Yes,No,5,89.5,Distinction
STU_10953,24.4,84.6,71.3,8.3,4,Master's,Yes,Yes,No,9,100.0,Distinction
STU_10954,14.5,88.2,77.8,6.4,3,High School,Yes,No,No,3,99.8,Distinction
STU_10955,22.3,85.6,97.3,7.0,1,Master's,Yes,No,No,6,100.0,Distinction
STU_10956,17.2,91.0,82.7,6.0,1,Some College,Yes,No,No,10,89.6,Distinction
STU_10957,18.0,76.9,70.9,6.9,2,Doctorate,Yes,Yes,Yes,2,100.0,Distinction
STU_10958,18.7,76.6,72.0,8.0,2,Bachelor's,Yes,No,No,3,100.0,Distinction
STU_10959,17.9,65.9,65.7,7.4,1,High School,Yes,No,No,4,87.6,Distinction
STU_10960,19.2,45.0,60.6,8.8,1,High School,Yes,No,No,6,71.8,Merit
STU_10961,23.6,92.5,65.4,5.8,0,High School,Yes,Yes,Yes,1,93.5,Distinction
STU_10962,16.3,67.1,62.7,7.8,0,High School,Yes,Yes,No,6,85.1,Distinction
STU_10963,19.6,90.3,79.8,5.7,1,Bachelor's,Yes,Yes,No,4,100.0,Distinction
STU_10964,14.4,73.3,59.1,7.3,2,High School,Yes,Yes,No,8,79.1,Merit
STU_10965,24.4,91.7,88.0,8.1,2,Doctorate,Yes,Yes,No,9,100.0,Distinction
STU_10966,10.6,69.0,81.0,6.9,2,Bachelor's,Yes,Yes,Yes,8,92.9,Distinction
STU_10967,26.7,86.9,72.2,7.9,1,Bachelor's,Yes,Yes,Yes,8,100.0,Distinction
STU_10968,14.7,78.6,72.0,6.0,2,High School,Yes,No,Yes,2,96.1,Distinction
STU_10969,5.7,71.5,65.3,5.2,0,Master's,Yes,Yes,Yes,10,60.6,Pass
STU_10970,15.8,70.9,75.2,7.9,1,Bachelor's,No,Yes,Yes,2,91.2,Distinction
STU_10971,10.6,60.9,85.1,9.3,2,Master's,Yes,No,No,6,93.4,Distinction
STU_10972,20.5,78.1,63.6,6.0,2,Master's,Yes,Yes,No,5,100.0,Distinction
STU_10973,10.8,85.7,53.6,8.7,1,High School,Yes,Yes,Yes,6,91.8,Distinction
STU_10974,12.1,97.2,80.4,7.3,2,High School,No,Yes,No,9,91.7,Distinction
STU_10975,2.7,68.7,75.9,5.6,3,Bachelor's,Yes,No,No,10,66.2,Pass
STU_10976,12.1,60.3,58.6,5.8,1,Master's,No,No,No,7,71.9,Merit
STU_10977,2.0,51.7,63.2,7.2,2,Bachelor's,Yes,No,No,5,64.4,Pass
STU_10978,4.7,58.3,61.7,6.7,5,Some College,Yes,No,Yes,10,67.6,Pass
STU_10979,19.9,77.6,63.3,5.6,2,Bachelor's,Yes,Yes,Yes,7,93.8,Distinction
STU_10980,20.1,73.4,68.1,5.2,1,Some College,Yes,No,Yes,8,80.2,Merit
STU_10981,17.8,81.8,68.8,6.2,0,High School,Yes,No,No,1,92.1,Distinction
STU_10982,8.7,58.8,64.2,7.4,1,Some College,No,No,No,10,64.5,Pass
STU_10983,14.7,82.8,62.9,7.2,1,High School,Yes,No,Yes,7,94.4,Distinction
STU_10984,15.0,82.0,69.3,6.6,2,Some College,Yes,Yes,No,4,100.0,Distinction
STU_10985,7.5,66.2,74.0,7.4,1,Master's,No,Yes,No,5,80.1,Merit
STU_10986,24.8,68.4,68.2,8.4,4,Master's,Yes,No,No,2,100.0,Distinction
STU_10987,20.7,45.0,85.9,7.7,0,Master's,Yes,No,Yes,10,78.6,Merit
STU_10988,13.6,91.2,78.1,7.1,2,Bachelor's,Yes,No,Yes,5,100.0,Distinction
STU_10989,15.2,70.2,52.9,8.3,1,Some College,Yes,No,Yes,9,71.0,Merit
STU_10990,16.4,83.0,78.3,6.0,1,Bachelor's,Yes,No,Yes,1,100.0,Distinction
STU_10991,2.0,74.2,79.3,6.9,3,Master's,Yes,No,No,3,88.3,Distinction
STU_10992,13.4,81.7,66.8,7.0,0,Master's,Yes,Yes,Yes,4,97.1,Distinction
STU_10993,10.6,88.9,54.1,5.7,0,Bachelor's,No,Yes,No,9,68.6,Pass
STU_10994,8.5,77.6,72.1,6.7,1,High School,Yes,No,Yes,2,87.9,Distinction
STU_10995,13.2,83.0,71.9,4.7,1,High School,Yes,No,Yes,7,84.1,Merit
STU_10996,26.7,90.6,58.5,9.5,2,High School,No,No,No,9,78.1,Merit
STU_10997,19.2,80.0,54.6,6.1,4,Doctorate,Yes,No,No,10,84.7,Merit
STU_10998,11.3,67.7,70.9,9.1,0,Some College,Yes,No,Yes,4,85.8,Distinction
STU_10999,18.7,61.1,69.2,7.2,1,Master's,Yes,Yes,No,5,95.9,Distinction
STU_11000,24.1,75.6,67.0,7.9,2,Some College,Yes,Yes,No,10,88.5,Distinction
STU_11001,21.0,60.9,71.0,6.6,5,Bachelor's,Yes,No,Yes,4,100.0,Distinction
STU_11002,15.4,85.6,58.8,7.4,4,High School,Yes,Yes,No,7,100.0,Distinction
STU_11003,10.8,45.0,66.8,8.0,2,High School,Yes,No,Yes,8,72.6,Merit
STU_11004,19.5,65.8,78.4,8.0,1,Some College,Yes,No,Yes,8,89.8,Distinction
STU_11005,17.6,82.6,67.8,8.1,0,Bachelor's,Yes,Yes,No,3,98.2,Distinction
STU_11006,20.8,79.9,51.9,6.8,1,High School,Yes,No,Yes,2,94.7,Distinction
STU_11007,19.1,83.1,66.3,6.6,1,Bachelor's,No,Yes,Yes,6,100.0,Distinction
STU_11008,21.8,51.1,59.2,5.3,2,Some College,Yes,Yes,Yes,1,81.8,Merit
STU_11009,11.5,84.4,75.2,7.8,2,Bachelor's,Yes,Yes,No,9,97.2,Distinction
STU_11010,23.6,62.6,75.8,8.5,2,High School,Yes,No,No,7,87.2,Distinction
STU_11011,16.3,84.3,52.1,9.1,1,Bachelor's,Yes,Yes,Yes,8,91.6,Distinction
STU_11012,28.5,71.1,81.1,7.6,2,Some College,Yes,Yes,No,7,99.4,Distinction
STU_11013,10.5,66.4,58.7,6.3,0,Bachelor's,Yes,Yes,Yes,5,74.9,Merit
STU_11014,26.3,78.0,90.7,5.2,0,Some College,Yes,Yes,No,5,95.4,Distinction
STU_11015,16.3,86.6,71.4,8.5,0,Bachelor's,Yes,Yes,No,7,97.3,Distinction
STU_11016,10.8,72.1,57.0,5.0,3,Master's,Yes,Yes,No,7,71.3,Merit
STU_11017,11.9,55.2,58.3,6.8,0,High School,No,No,No,2,70.4,Merit
STU_11018,12.9,78.8,76.2,6.9,3,High School,Yes,Yes,No,2,100.0,Distinction
STU_11019,17.8,75.0,67.3,7.1,0,Bachelor's,Yes,No,Yes,7,94.2,Distinction
STU_11020,18.4,75.1,70.8,7.2,1,Bachelor's,Yes,Yes,No,5,97.3,Distinction
STU_11021,11.3,99.0,91.4,7.4,3,Some College,Yes,No,Yes,2,100.0,Distinction
STU_11022,14.8,82.8,63.6,4.3,1,Some College,Yes,Yes,No,1,74.2,Merit
STU_11023,28.9,84.6,72.7,7.2,0,High School,Yes,No,Yes,9,88.9,Distinction
STU_11024,26.2,45.0,89.0,4.5,0,High School,Yes,No,Yes,8,68.9,Pass
STU_11025,17.8,91.4,75.2,8.1,4,Some College,Yes,No,No,2,100.0,Distinction
STU_11026,15.2,68.1,52.7,6.5,1,Master's,Yes,No,No,2,85.1,Distinction
STU_11027,15.8,86.2,78.1,4.6,1,Some College,Yes,Yes,Yes,3,91.8,Distinction
STU_11028,19.0,69.5,58.0,6.2,1,Bachelor's,Yes,No,Yes,4,90.2,Distinction
STU_11029,8.4,51.8,88.9,6.5,1,Master's,Yes,Yes,No,9,74.8,Merit
STU_11030,13.3,73.0,62.1,8.6,0,Some College,Yes,No,No,6,76.3,Merit
STU_11031,4.2,66.3,99.0,7.4,2,Bachelor's,Yes,No,Yes,3,96.1,Distinction
STU_11032,17.6,71.4,89.6,7.6,2,Master's,Yes,No,Yes,8,100.0,Distinction
STU_11033,19.2,80.5,62.4,8.6,0,High School,Yes,Yes,No,6,91.0,Distinction
STU_11034,11.9,91.6,72.2,7.1,2,Some College,Yes,Yes,No,8,96.2,Distinction
STU_11035,25.2,65.4,81.0,8.1,3,Doctorate,Yes,Yes,Yes,10,91.8,Distinction
STU_11036,7.0,90.3,81.4,8.0,4,Doctorate,Yes,Yes,Yes,2,100.0,Distinction
STU_11037,5.5,96.4,77.3,5.7,0,High School,Yes,Yes,No,8,74.7,Merit
STU_11038,16.5,54.8,87.0,9.0,0,High School,Yes,Yes,Yes,5,89.2,Distinction
STU_11039,21.8,64.1,70.5,5.5,3,Some College,Yes,No,Yes,10,71.9,Merit
STU_11040,25.9,84.7,67.6,8.3,0,Some College,Yes,No,No,4,97.4,Distinction
STU_11041,12.0,79.9,67.8,5.4,0,Some College,Yes,No,No,3,82.1,Merit
STU_11042,22.0,88.2,82.3,7.9,3,Bachelor's,Yes,Yes,Yes,9,100.0,Distinction
STU_11043,14.7,68.4,76.4,9.4,0,Master's,Yes,No,No,10,72.3,Merit
STU_11044,13.9,86.6,75.5,6.9,1,Some College,Yes,No,Yes,7,91.0,Distinction
STU_11045,20.7,88.0,81.5,6.9,1,Master's,Yes,No,No,7,100.0,Distinction
STU_11046,19.2,68.7,47.4,7.9,3,High School,Yes,Yes,Yes,6,82.8,Merit
STU_11047,4.8,92.0,75.7,6.8,0,High School,Yes,Yes,No,9,76.2,Merit
STU_11048,24.6,68.3,74.6,9.4,3,Some College,No,No,No,3,86.5,Distinction
STU_11049,24.0,93.7,92.0,7.4,2,High School,Yes,Yes,No,1,100.0,Distinction
STU_11050,10.9,86.3,53.7,6.8,1,Some College,Yes,No,No,7,84.7,Merit
STU_11051,17.6,95.3,90.7,6.6,0,Master's,Yes,Yes,Yes,9,100.0,Distinction
STU_11052,18.2,87.2,72.9,6.1,0,High School,Yes,Yes,Yes,6,95.5,Distinction
STU_11053,16.7,61.9,77.9,6.4,2,Bachelor's,Yes,No,Yes,10,78.4,Merit
STU_11054,11.4,98.0,92.1,6.8,1,Some College,Yes,Yes,No,2,100.0,Distinction
STU_11055,10.6,85.8,78.7,6.6,3,High School,Yes,Yes,No,8,95.1,Distinction
STU_11056,14.8,92.8,76.8,6.4,1,Bachelor's,Yes,Yes,No,9,91.7,Distinction
STU_11057,22.6,55.0,74.9,9.7,1,Master's,No,No,Yes,10,63.3,Pass
STU_11058,18.5,58.5,66.2,6.0,1,Some College,Yes,Yes,No,8,77.2,Merit
STU_11059,12.6,85.7,71.7,7.4,2,Bachelor's,Yes,No,No,9,95.2,Distinction
STU_11060,20.0,46.5,63.4,7.9,1,Master's,Yes,Yes,No,1,82.7,Merit
STU_11061,2.0,85.7,71.5,8.0,0,Bachelor's,Yes,No,No,3,82.7,Merit
STU_11062,22.5,68.6,44.0,7.1,3,High School,Yes,No,No,3,84.2,Merit
STU_11063,3.7,88.4,77.1,6.9,1,Bachelor's,Yes,Yes,No,9,85.4,Distinction
STU_11064,12.6,81.1,70.5,7.7,1,Some College,Yes,Yes,Yes,3,96.6,Distinction
STU_11065,7.7,84.2,68.0,7.5,2,Bachelor's,Yes,Yes,Yes,10,84.5,Merit
STU_11066,6.6,55.5,74.6,6.9,2,Some College,Yes,No,No,1,80.5,Merit
STU_11067,22.5,96.3,54.8,5.3,0,High School,Yes,Yes,Yes,3,90.2,Distinction
STU_11068,12.0,96.9,95.2,6.6,0,Bachelor's,Yes,Yes,No,2,100.0,Distinction
STU_11069,17.3,76.3,70.8,5.8,3,Some College,Yes,Yes,No,9,89.6,Distinction
STU_11070,14.7,86.3,70.2,6.4,0,Some College,Yes,Yes,No,1,93.6,Distinction
STU_11071,18.1,63.1,60.4,7.2,2,Master's,No,Yes,Yes,2,90.2,Distinction
STU_11072,15.5,81.0,72.3,7.6,0,Master's,Yes,No,Yes,1,100.0,Distinction
STU_11073,6.7,76.0,88.6,9.3,1,Some College,Yes,No,Yes,9,87.7,Distinction
STU_11074,21.5,53.4,84.4,6.6,0,Some College,Yes,Yes,Yes,7,84.4,Merit
STU_11075,11.8,76.8,82.3,8.1,1,Some College,Yes,No,No,1,100.0,Distinction
STU_11076,4.9,79.5,78.6,7.6,2,Some College,Yes,No,Yes,10,82.5,Merit
STU_11077,12.2,68.6,67.7,8.8,0,Master's,Yes,No,Yes,6,88.7,Distinction
STU_11078,24.8,77.9,54.6,7.9,1,Bachelor's,No,Yes,Yes,5,98.2,Distinction
STU_11079,20.5,93.3,69.6,6.0,4,Some College,No,Yes,No,10,81.9,Merit
STU_11080,12.7,90.2,69.2,5.1,1,Some College,No,No,No,5,89.0,Distinction
STU_11081,12.7,70.6,84.6,7.6,3,Bachelor's,Yes,No,Yes,4,100.0,Distinction
STU_11082,12.9,75.5,75.7,6.6,4,Bachelor's,No,Yes,No,3,100.0,Distinction
STU_11083,28.5,83.6,91.3,6.0,5,Bachelor's,Yes,Yes,No,8,100.0,Distinction
STU_11084,17.5,89.1,86.4,5.7,3,High School,Yes,Yes,Yes,7,100.0,Distinction
STU_11085,17.8,85.2,66.5,7.4,0,High School,No,Yes,No,5,92.0,Distinction
STU_11086,21.7,85.2,50.5,9.0,4,Some College,No,Yes,No,9,86.7,Distinction
STU_11087,16.6,68.9,88.6,6.7,3,Some College,Yes,Yes,Yes,7,94.0,Distinction
STU_11088,13.3,90.5,88.3,7.9,3,High School,Yes,Yes,No,10,95.9,Distinction
STU_11089,13.7,98.9,55.6,7.1,0,Bachelor's,Yes,No,Yes,2,99.8,Distinction
STU_11090,14.5,84.6,90.1,5.7,4,Some College,Yes,Yes,Yes,7,100.0,Distinction
STU_11091,14.8,76.7,76.6,8.1,2,Master's,Yes,No,No,7,100.0,Distinction
STU_11092,19.7,54.2,73.9,5.9,2,High School,Yes,No,No,4,84.9,Merit
STU_11093,15.3,81.1,91.4,7.2,0,High School,Yes,Yes,No,8,99.7,Distinction
STU_11094,19.8,52.6,88.1,6.8,0,Some College,Yes,Yes,Yes,4,92.5,Distinction
STU_11095,14.5,81.0,79.8,8.3,4,High School,Yes,No,Yes,7,100.0,Distinction
STU_11096,15.5,55.1,77.7,5.9,1,Master's,No,Yes,No,4,80.1,Merit
STU_11097,2.0,91.9,79.4,7.7,1,High School,Yes,No,Yes,8,80.0,Merit
STU_11098,21.0,57.7,67.2,6.2,3,Some College,Yes,No,Yes,3,85.3,Distinction
STU_11099,17.3,80.8,71.3,6.6,0,Master's,Yes,No,No,2,98.1,Distinction
STU_11100,21.5,84.0,61.2,4.0,1,Some College,Yes,No,Yes,10,70.2,Merit
STU_11101,2.0,53.4,68.0,9.7,1,High School,Yes,No,Yes,6,60.8,Pass
STU_11102,28.6,74.5,67.6,7.9,0,Some College,Yes,Yes,Yes,7,94.0,Distinction
STU_11103,14.1,98.0,64.4,6.3,0,Some College,No,No,Yes,7,89.6,Distinction
STU_11104,22.2,53.8,73.6,5.9,0,High School,Yes,Yes,No,6,78.5,Merit
STU_11105,8.2,65.9,68.1,6.6,0,Some College,Yes,Yes,Yes,8,70.9,Merit
STU_11106,19.0,77.9,78.0,8.1,2,Master's,Yes,Yes,No,6,100.0,Distinction
STU_11107,8.2,72.1,52.5,4.9,3,Master's,Yes,No,Yes,6,71.8,Merit
STU_11108,10.9,95.0,70.6,7.0,1,High School,Yes,Yes,No,3,91.9,Distinction
STU_11109,27.4,87.9,73.6,9.3,0,High School,Yes,No,No,2,95.4,Distinction
STU_11110,13.8,81.5,68.3,5.8,0,Some College,Yes,Yes,Yes,7,91.0,Distinction
STU_11111,16.4,48.3,69.9,7.3,3,Bachelor's,Yes,No,No,6,90.3,Distinction
STU_11112,20.7,79.0,53.0,9.8,5,Some College,Yes,Yes,No,1,95.3,Distinction
STU_11113,18.2,86.6,76.3,8.0,0,Master's,Yes,Yes,Yes,2,100.0,Distinction
STU_11114,16.0,78.7,79.8,7.4,0,Bachelor's,No,Yes,No,2,95.0,Distinction
STU_11115,17.4,66.2,77.9,7.8,2,High School,Yes,Yes,Yes,1,97.9,Distinction
STU_11116,30.6,78.3,84.5,6.7,2,Bachelor's,No,Yes,Yes,3,100.0,Distinction
STU_11117,14.6,78.0,74.4,8.8,1,High School,Yes,No,No,5,99.0,Distinction
STU_11118,16.3,63.0,77.7,6.7,2,Some College,Yes,Yes,Yes,4,92.4,Distinction
STU_11119,21.8,89.1,73.9,4.8,2,High School,Yes,No,No,2,94.0,Distinction
STU_11120,22.2,68.1,80.3,6.7,4,High School,Yes,Yes,No,8,97.0,Distinction
STU_11121,22.7,80.4,53.1,6.0,0,Bachelor's,Yes,Yes,No,9,85.8,Distinction
STU_11122,19.2,64.5,61.3,6.9,5,Bachelor's,Yes,Yes,No,8,92.2,Distinction
STU_11123,7.6,93.2,91.0,6.9,1,High School,Yes,Yes,No,7,98.8,Distinction
STU_11124,25.6,64.3,42.5,8.6,2,Doctorate,Yes,No,Yes,10,73.5,Merit
STU_11125,7.5,59.2,70.3,8.0,1,Some College,No,No,Yes,2,76.1,Merit
STU_11126,17.0,70.6,86.1,7.5,1,High School,No,Yes,No,6,85.8,Distinction
STU_11127,10.1,64.7,70.9,7.2,2,High School,Yes,No,No,4,83.7,Merit
STU_11128,14.6,92.5,67.1,5.9,1,Bachelor's,Yes,Yes,No,5,95.2,Distinction
